Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected)
1,0.004117259552042161,0.004268943436499467,0.0,0.2,0.004464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08333333333333333
2,0.008234519104084322,0.0096051227321238,0.0,0.4,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08333333333333333
3,0.012351778656126482,0.013874066168623266,0.0,0.6,0.013392857142857142,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08333333333333333
4,0.016469038208168644,0.01814300960512273,0.0,0.6,0.013392857142857142,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.08333333333333333
5,0.020586297760210804,0.022411953041622197,0.0,0.7,0.015625,0.1,0.1,0.1,0.06666666666666667,0.0,0.0,0.3,0.3,0.1,0.08333333333333333
6,0.024703557312252964,0.025613660618996798,0.0,0.8,0.017857142857142856,0.1,0.1,0.1,0.06666666666666667,0.0,0.0,0.3,0.3,0.1,0.08333333333333333
7,0.028820816864295124,0.02774813233724653,0.0,0.9,0.020089285714285716,0.2,0.2,0.1,0.06666666666666667,0.0,0.0,0.3,0.3,0.1,0.08333333333333333
8,0.03293807641633729,0.03415154749199573,0.0,1.0,0.026785714285714284,0.2,0.2,0.1,0.06666666666666667,0.0,0.0,0.3,0.3,0.1,0.08333333333333333
9,0.03705533596837945,0.0384204909284952,0.0,1.0,0.029017857142857144,0.2,0.2,0.2,0.13333333333333333,0.1,0.09090909090909091,0.4,0.4,0.1,0.08333333333333333
10,0.04117259552042161,0.04589114194236926,0.0,1.0,0.033482142857142856,0.2,0.2,0.2,0.13333333333333333,0.1,0.09090909090909091,0.4,0.4,0.1,0.08333333333333333
11,0.04528985507246377,0.051227321237993596,0.0,1.0,0.03794642857142857,0.2,0.2,0.2,0.13333333333333333,0.1,0.09090909090909091,0.4,0.4,0.1,0.08333333333333333
12,0.04940711462450593,0.054429028815368194,0.0,1.0,0.044642857142857144,0.2,0.2,0.2,0.13333333333333333,0.1,0.09090909090909091,0.4,0.4,0.1,0.08333333333333333
13,0.05352437417654809,0.05976520811099253,0.0,1.0,0.05133928571428571,0.3,0.3,0.2,0.13333333333333333,0.1,0.09090909090909091,0.4,0.4,0.1,0.08333333333333333
14,0.05764163372859025,0.064034151547492,0.0,1.0,0.05580357142857143,0.3,0.3,0.2,0.13333333333333333,0.1,0.09090909090909091,0.4,0.4,0.1,0.08333333333333333
15,0.06175889328063241,0.06937033084311633,0.0,1.0,0.060267857142857144,0.3,0.3,0.2,0.13333333333333333,0.1,0.09090909090909091,0.4,0.4,0.1,0.08333333333333333
16,0.06587615283267458,0.07470651013874066,0.0,1.0,0.07142857142857142,0.3,0.3,0.2,0.13333333333333333,0.1,0.09090909090909091,0.4,0.4,0.1,0.08333333333333333
17,0.06999341238471674,0.0768409818569904,0.0,1.0,0.07142857142857142,0.3,0.3,0.2,0.13333333333333333,0.1,0.09090909090909091,0.4,0.4,0.1,0.08333333333333333
18,0.0741106719367589,0.0832443970117396,0.0,1.0,0.08035714285714286,0.3,0.3,0.2,0.13333333333333333,0.1,0.09090909090909091,0.4,0.4,0.1,0.08333333333333333
19,0.07822793148880106,0.08751334044823907,0.0,1.0,0.08258928571428571,0.3,0.3,0.2,0.13333333333333333,0.1,0.09090909090909091,0.4,0.4,0.1,0.08333333333333333
20,0.08234519104084322,0.08964781216648879,0.0,1.0,0.08705357142857142,0.3,0.3,0.2,0.13333333333333333,0.1,0.09090909090909091,0.4,0.4,0.1,0.08333333333333333
21,0.08646245059288538,0.09284951974386339,0.0,1.0,0.09151785714285714,0.3,0.3,0.2,0.13333333333333333,0.1,0.09090909090909091,0.4,0.4,0.1,0.08333333333333333
22,0.09057971014492754,0.09711846318036287,0.0,1.0,0.09598214285714286,0.3,0.3,0.2,0.13333333333333333,0.1,0.09090909090909091,0.4,0.4,0.1,0.08333333333333333
23,0.0946969696969697,0.10138740661686232,0.0,1.0,0.10044642857142858,0.3,0.3,0.2,0.13333333333333333,0.1,0.09090909090909091,0.4,0.4,0.1,0.08333333333333333
