Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected)
1,0.004170837504170837,0.005888125613346418,0.0,0.0,0.0,0.1,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008341675008341674,0.008832188420019628,0.0,0.0,0.0,0.1,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012512512512512513,0.012757605495583905,0.0,0.0,0.0,0.1,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
4,0.01668335001668335,0.014720314033366046,0.0,0.0,0.0,0.1,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020854187520854186,0.016683022571148183,0.0,0.0,0.0,0.2,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0
6,0.025025025025025027,0.021589793915603533,0.0,0.0,0.0,0.2,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0
7,0.029195862529195864,0.02649656526005888,0.0,0.0,0.0,0.2,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0333667000333667,0.029440628066732092,0.0,0.0,0.0,0.2,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0
9,0.03753753753753754,0.033366045142296366,0.0,0.0,0.0,0.3,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0
10,0.04170837504170837,0.03434739941118744,0.0,0.0,0.0,0.3,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0
11,0.04587921254587921,0.042198233562315994,0.0,0.0,0.0,0.3,0.17647058823529413,0.1,0.06666666666666667,0.1,0.058823529411764705,0.0,0.0
12,0.05005005005005005,0.04612365063788027,0.0,0.0,0.0,0.4,0.23529411764705882,0.1,0.06666666666666667,0.1,0.058823529411764705,0.0,0.0
