Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected),Pattern 7 (%),Pattern 7 (% Detected),Pattern 8 (%),Pattern 8 (% Detected),Pattern 9 (%),Pattern 9 (% Detected),Pattern 10 (%),Pattern 10 (% Detected)
1,0.0041883062489529235,0.004765687053216839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008376612497905847,0.009531374106433678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.01256491874685877,0.011914217633042097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016753224995811694,0.015091342335186657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020941531244764618,0.018268467037331215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.02512983749371754,0.021445591739475776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
7,0.029318143742670465,0.027005559968228753,0.0,0.0,0.0,0.1,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
8,0.03350644999162339,0.03256552819698173,0.0,0.0,0.0,0.1,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0
9,0.03769475624057631,0.03733121525019857,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.09090909090909091
10,0.041883062489529235,0.04130262112787927,0.0,0.0,0.0,0.3,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.09090909090909091
11,0.04607136873848216,0.04765687053216839,0.0,0.0,0.0,0.3,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.2,0.2,0.0,0.0,0.1,0.1,0.1,0.09090909090909091
12,0.05025967498743508,0.051628276409849086,0.0,0.0,0.0,0.3,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.2,0.2,0.0,0.0,0.1,0.1,0.1,0.09090909090909091
13,0.054447981236388006,0.054011119936457505,0.0,0.0,0.0,0.3,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.2,0.2,0.0,0.0,0.1,0.1,0.1,0.09090909090909091
14,0.05863628748534093,0.05798252581413821,0.0,0.1,0.1,0.4,0.0851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.2,0.2,0.0,0.0,0.1,0.1,0.1,0.09090909090909091
