Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected),Pattern 7 (%),Pattern 7 (% Detected)
1,0.004170837504170837,0.002944062806673209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008341675008341674,0.0068694798822374874,0.0,0.2,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012512512512512513,0.012757605495583905,0.0,0.3,0.019736842105263157,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.01668335001668335,0.016683022571148183,0.0,0.3,0.019736842105263157,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.18181818181818182
5,0.020854187520854186,0.022571148184494603,0.0,0.3,0.019736842105263157,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2727272727272727
6,0.025025025025025027,0.029440628066732092,0.0,0.4,0.02631578947368421,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45454545454545453
7,0.029195862529195864,0.03925417075564279,0.0,0.8,0.05263157894736842,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.45454545454545453
8,0.0333667000333667,0.04612365063788027,0.0,1.0,0.06578947368421052,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.07692307692307693,0.0,0.0,0.5,0.45454545454545453
9,0.03753753753753754,0.050049067713444556,0.0,1.0,0.06578947368421052,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.07692307692307693,0.0,0.0,0.5,0.45454545454545453
10,0.04170837504170837,0.05986261040235525,0.0,1.0,0.07894736842105263,0.1,0.034482758620689655,0.1,0.1,0.0,0.0,0.1,0.07692307692307693,0.1,0.07692307692307693,0.0,0.0,0.5,0.45454545454545453
11,0.04587921254587921,0.06575073601570167,0.0,1.0,0.07894736842105263,0.1,0.034482758620689655,0.1,0.1,0.0,0.0,0.2,0.15384615384615385,0.1,0.07692307692307693,0.0,0.0,0.5,0.45454545454545453
