Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected)
1,0.0041883062489529235,0.003971405877680699,0.0,0.0,0.0,0.2,0.008583690987124463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008376612497905847,0.010325655281969817,0.0,0.0,0.0,0.4,0.017167381974248927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.058823529411764705
3,0.01256491874685877,0.014297061159650517,0.0,0.0,0.0,0.5,0.02145922746781116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.058823529411764705
4,0.016753224995811694,0.018268467037331215,0.0,0.0,0.0,0.6,0.02575107296137339,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.058823529411764705
5,0.020941531244764618,0.022239872915011914,0.0,0.0,0.0,0.8,0.034334763948497854,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.058823529411764705
6,0.02512983749371754,0.027005559968228753,0.0,0.0,0.0,0.9,0.03862660944206009,0.1,0.037037037037037035,0.1,0.03571428571428571,0.0,0.0,0.0,0.0,0.2,0.11764705882352941
7,0.029318143742670465,0.03256552819698173,0.0,0.0,0.0,1.0,0.04291845493562232,0.1,0.037037037037037035,0.1,0.03571428571428571,0.0,0.0,0.0,0.0,0.2,0.11764705882352941
8,0.03350644999162339,0.03653693407466243,0.0,0.0,0.0,1.0,0.05150214592274678,0.1,0.037037037037037035,0.1,0.03571428571428571,0.0,0.0,0.0,0.0,0.2,0.11764705882352941
9,0.03769475624057631,0.03971405877680699,0.0,0.0,0.0,1.0,0.055793991416309016,0.1,0.037037037037037035,0.1,0.03571428571428571,0.0,0.0,0.0,0.0,0.2,0.11764705882352941
10,0.041883062489529235,0.04209690230341541,0.0,0.0,0.0,1.0,0.060085836909871244,0.1,0.037037037037037035,0.1,0.03571428571428571,0.0,0.0,0.1,0.1,0.2,0.11764705882352941
11,0.04607136873848216,0.04527402700555997,0.0,0.0,0.0,1.0,0.06437768240343347,0.1,0.037037037037037035,0.1,0.03571428571428571,0.0,0.0,0.1,0.1,0.2,0.11764705882352941
12,0.05025967498743508,0.04924543288324067,0.0,0.0,0.0,1.0,0.06866952789699571,0.1,0.037037037037037035,0.1,0.03571428571428571,0.0,0.0,0.1,0.1,0.2,0.11764705882352941
13,0.054447981236388006,0.05559968228752978,0.0,0.0,0.0,1.0,0.06866952789699571,0.1,0.037037037037037035,0.1,0.03571428571428571,0.0,0.0,0.1,0.1,0.2,0.11764705882352941
14,0.05863628748534093,0.06513105639396347,0.0,0.0,0.0,1.0,0.07725321888412018,0.1,0.037037037037037035,0.2,0.07142857142857142,0.0,0.0,0.1,0.1,0.2,0.11764705882352941
15,0.06282459373429385,0.0698967434471803,0.0,0.1,0.09090909090909091,1.0,0.08583690987124463,0.1,0.037037037037037035,0.2,0.07142857142857142,0.0,0.0,0.1,0.1,0.2,0.11764705882352941
16,0.06701289998324678,0.07466243050039714,0.0,0.1,0.09090909090909091,1.0,0.08583690987124463,0.1,0.037037037037037035,0.2,0.07142857142857142,0.0,0.0,0.1,0.1,0.2,0.11764705882352941
17,0.07120120623219969,0.07625099285146943,0.0,0.1,0.09090909090909091,1.0,0.09012875536480687,0.1,0.037037037037037035,0.2,0.07142857142857142,0.0,0.0,0.1,0.1,0.2,0.11764705882352941
18,0.07538951248115262,0.08101667990468626,0.0,0.1,0.09090909090909091,1.0,0.09012875536480687,0.1,0.037037037037037035,0.2,0.07142857142857142,0.0,0.0,0.1,0.1,0.3,0.17647058823529413
19,0.07957781873010554,0.08419380460683082,0.0,0.1,0.09090909090909091,1.0,0.09012875536480687,0.1,0.037037037037037035,0.2,0.07142857142857142,0.1,0.05,0.1,0.1,0.3,0.17647058823529413
20,0.08376612497905847,0.08657664813343924,0.0,0.1,0.09090909090909091,1.0,0.09012875536480687,0.1,0.037037037037037035,0.2,0.07142857142857142,0.1,0.05,0.1,0.1,0.3,0.17647058823529413
21,0.08795443122801139,0.09054805401111994,0.0,0.1,0.09090909090909091,1.0,0.09012875536480687,0.1,0.037037037037037035,0.2,0.07142857142857142,0.1,0.05,0.1,0.1,0.4,0.23529411764705882
