Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected),Pattern 7 (%),Pattern 7 (% Detected),Pattern 8 (%),Pattern 8 (% Detected)
1,0.004153513872736335,0.005780346820809248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.00830702774547267,0.011560693641618497,0.0,0.2,0.058823529411764705,0.1,0.047619047619047616,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012460541618209005,0.020809248554913295,0.0,0.3,0.08823529411764706,0.2,0.09523809523809523,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.01661405549094534,0.026589595375722544,0.0,0.3,0.08823529411764706,0.2,0.09523809523809523,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020767569363681675,0.03121387283236994,0.0,0.3,0.08823529411764706,0.2,0.09523809523809523,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.0,0.0
6,0.02492108323641801,0.03352601156069364,0.0,0.3,0.08823529411764706,0.2,0.09523809523809523,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.0,0.0
7,0.029074597109154346,0.03815028901734104,0.0,0.3,0.08823529411764706,0.2,0.09523809523809523,0.0,0.0,0.3,0.21428571428571427,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.0,0.0
8,0.03322811098189068,0.04161849710982659,0.0,0.3,0.08823529411764706,0.2,0.09523809523809523,0.0,0.0,0.3,0.21428571428571427,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.0,0.0
9,0.03738162485462702,0.046242774566473986,0.0,0.4,0.11764705882352941,0.2,0.09523809523809523,0.0,0.0,0.3,0.21428571428571427,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.0,0.0,0.0,0.0
10,0.04153513872736335,0.05202312138728324,0.0,0.4,0.11764705882352941,0.2,0.09523809523809523,0.0,0.0,0.3,0.21428571428571427,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
11,0.04568865260009968,0.05433526011560694,0.0,0.4,0.11764705882352941,0.2,0.09523809523809523,0.0,0.0,0.3,0.21428571428571427,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
12,0.04984216647283602,0.057803468208092484,0.0,0.4,0.11764705882352941,0.2,0.09523809523809523,0.0,0.0,0.3,0.21428571428571427,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
13,0.05399568034557235,0.06589595375722543,0.0,0.4,0.11764705882352941,0.2,0.09523809523809523,0.0,0.0,0.3,0.21428571428571427,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.1,0.09090909090909091,0.0,0.0
