Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected)
1,0.004191114836546521,0.0034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008382229673093043,0.008620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012573344509639563,0.01206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016764459346186086,0.015517241379310345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020955574182732608,0.01896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03125,0.1,0.1,0.0,0.0,0.0,0.0
6,0.025146689019279127,0.027586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03125,0.1,0.1,0.0,0.0,0.1,0.1
7,0.02933780385582565,0.03103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03125,0.1,0.1,0.0,0.0,0.1,0.1
8,0.03352891869237217,0.03620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03125,0.1,0.1,0.0,0.0,0.1,0.1
9,0.037720033528918694,0.03793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03125,0.1,0.1,0.0,0.0,0.1,0.1
10,0.041911148365465216,0.039655172413793106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03125,0.1,0.1,0.0,0.0,0.1,0.1
11,0.04610226320201174,0.041379310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03125,0.1,0.1,0.0,0.0,0.1,0.1
12,0.050293378038558254,0.04655172413793104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0625,0.1,0.1,0.0,0.0,0.1,0.1
13,0.054484492875104776,0.05344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.09375,0.1,0.1,0.0,0.0,0.1,0.1
14,0.0586756077116513,0.056896551724137934,0.0,0.1,0.09090909090909091,0.1,0.037037037037037035,0.0,0.0,0.3,0.09375,0.1,0.1,0.0,0.0,0.1,0.1
15,0.06286672254819782,0.05862068965517241,0.0,0.1,0.09090909090909091,0.1,0.037037037037037035,0.0,0.0,0.3,0.09375,0.1,0.1,0.1,0.09090909090909091,0.1,0.1
16,0.06705783738474434,0.06379310344827586,0.0,0.1,0.09090909090909091,0.1,0.037037037037037035,0.0,0.0,0.4,0.125,0.1,0.1,0.1,0.09090909090909091,0.1,0.1
