Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected),Pattern 6 (%),Pattern 6 (% Detected),Pattern 7 (%),Pattern 7 (% Detected),Pattern 8 (%),Pattern 8 (% Detected),Pattern 9 (%),Pattern 9 (% Detected),Pattern 10 (%),Pattern 10 (% Detected)
1,0.0041883062489529235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008376612497905847,0.004629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.01256491874685877,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016753224995811694,0.013888888888888888,0.0,0.0,0.0,0.1,0.02127659574468085,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020941531244764618,0.013888888888888888,0.0,0.0,0.0,0.1,0.02127659574468085,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.02512983749371754,0.018518518518518517,0.0,0.0,0.0,0.2,0.0425531914893617,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.029318143742670465,0.032407407407407406,0.0,0.0,0.0,0.4,0.0851063829787234,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
8,0.03350644999162339,0.032407407407407406,0.0,0.0,0.0,0.4,0.0851063829787234,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
9,0.03769475624057631,0.037037037037037035,0.0,0.0,0.0,0.4,0.0851063829787234,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
10,0.041883062489529235,0.037037037037037035,0.0,0.0,0.0,0.4,0.0851063829787234,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
11,0.04607136873848216,0.041666666666666664,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
12,0.05025967498743508,0.041666666666666664,0.0,0.0,0.0,0.5,0.10638297872340426,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.1,0.037037037037037035,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
13,0.054447981236388006,0.05092592592592592,0.0,0.0,0.0,0.6,0.1276595744680851,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.2,0.07407407407407407,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
14,0.05863628748534093,0.06018518518518518,0.0,0.0,0.0,0.6,0.1276595744680851,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.2,0.07407407407407407,0.1,0.1,0.0,0.0,0.2,0.2,0.0,0.0
15,0.06282459373429385,0.06018518518518518,0.0,0.0,0.0,0.6,0.1276595744680851,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.0,0.0,0.2,0.07407407407407407,0.1,0.1,0.0,0.0,0.2,0.2,0.0,0.0
16,0.06701289998324678,0.07407407407407407,0.0,0.0,0.0,0.7,0.14893617021276595,0.0,0.0,0.1,0.07142857142857142,0.0,0.0,0.1,0.07142857142857142,0.2,0.07407407407407407,0.1,0.1,0.0,0.0,0.2,0.2,0.0,0.0
17,0.07120120623219969,0.0787037037037037,0.0,0.0,0.0,0.7,0.14893617021276595,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.1,0.07142857142857142,0.2,0.07407407407407407,0.1,0.1,0.0,0.0,0.2,0.2,0.0,0.0
18,0.07538951248115262,0.0787037037037037,0.0,0.0,0.0,0.7,0.14893617021276595,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.1,0.07142857142857142,0.2,0.07407407407407407,0.1,0.1,0.0,0.0,0.2,0.2,0.0,0.0
19,0.07957781873010554,0.09259259259259259,0.0,0.0,0.0,0.7,0.14893617021276595,0.0,0.0,0.3,0.21428571428571427,0.0,0.0,0.2,0.14285714285714285,0.3,0.1111111111111111,0.1,0.1,0.0,0.0,0.2,0.2,0.0,0.0
