Iteration,Queried X/ All X,Queried misclassified samples / All misclassified samples,Detected patterns / All patterns,Pattern 0 (%),Pattern 0 (% Detected),Pattern 1 (%),Pattern 1 (% Detected),Pattern 2 (%),Pattern 2 (% Detected),Pattern 3 (%),Pattern 3 (% Detected),Pattern 4 (%),Pattern 4 (% Detected),Pattern 5 (%),Pattern 5 (% Detected)
1,0.004074979625101874,0.0026292725679228747,0.0,0.2,0.0060790273556231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.008149959250203748,0.0026292725679228747,0.0,0.2,0.0060790273556231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.012224938875305624,0.013146362839614373,0.0,1.0,0.0364741641337386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.016299918500407497,0.018404907975460124,0.0,1.0,0.05167173252279635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.020374898125509373,0.02716914986853637,0.0,1.0,0.0668693009118541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15789473684210525
6,0.02444987775061125,0.029798422436459245,0.0,1.0,0.0668693009118541,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.3,0.15789473684210525
7,0.02852485737571312,0.03856266432953549,0.0,1.0,0.08206686930091185,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.4,0.21052631578947367
8,0.032599837000814993,0.05258545135845749,0.16666666666666666,1.0,0.1094224924012158,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,0.8,0.42105263157894735
9,0.03667481662591687,0.06222611744084137,0.3333333333333333,1.0,0.11246200607902736,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.5263157894736842
10,0.040749796251018745,0.06748466257668712,0.3333333333333333,1.0,0.11854103343465046,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.5263157894736842
11,0.04482477587612062,0.0736196319018405,0.3333333333333333,1.0,0.12462006079027356,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.5263157894736842
12,0.0488997555012225,0.07887817703768624,0.3333333333333333,1.0,0.13069908814589665,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.5263157894736842
13,0.05297473512632437,0.08588957055214724,0.3333333333333333,1.0,0.1458966565349544,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.5263157894736842
14,0.05704971475142624,0.09377738825591586,0.3333333333333333,1.0,0.1580547112462006,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.5263157894736842
15,0.061124694376528114,0.1016652059596845,0.3333333333333333,1.0,0.1702127659574468,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.5263157894736842
16,0.06519967400162999,0.10429447852760736,0.3333333333333333,1.0,0.17325227963525835,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.5263157894736842
17,0.06927465362673187,0.10955302366345311,0.3333333333333333,1.0,0.17325227963525835,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.5263157894736842
18,0.07334963325183375,0.11481156879929887,0.3333333333333333,1.0,0.1762917933130699,0.0,0.0,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.5263157894736842
19,0.07742461287693561,0.1200701139351446,0.3333333333333333,1.0,0.17933130699088146,0.1,0.017857142857142856,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.5263157894736842
20,0.08149959250203749,0.12445223488168274,0.3333333333333333,1.0,0.182370820668693,0.1,0.017857142857142856,0.1,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0.5263157894736842
21,0.08557457212713937,0.13321647677475898,0.3333333333333333,1.0,0.19756838905775076,0.1,0.017857142857142856,0.1,0.047619047619047616,0.0,0.0,0.1,0.04,1.0,0.5263157894736842
22,0.08964955175224124,0.1375985977212971,0.3333333333333333,1.0,0.20364741641337386,0.1,0.017857142857142856,0.1,0.047619047619047616,0.0,0.0,0.1,0.04,1.0,0.5263157894736842
23,0.09372453137734311,0.1437335670464505,0.3333333333333333,1.0,0.20972644376899696,0.1,0.017857142857142856,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,1.0,0.5263157894736842
24,0.097799511002445,0.1516213847502191,0.3333333333333333,1.0,0.22492401215805471,0.1,0.017857142857142856,0.1,0.047619047619047616,0.0,0.0,0.2,0.08,1.0,0.5263157894736842
25,0.10187449062754686,0.1586327782646801,0.3333333333333333,1.0,0.22796352583586627,0.1,0.017857142857142856,0.1,0.047619047619047616,0.0,0.0,0.3,0.12,1.0,0.5263157894736842
26,0.10594947025264874,0.16739702015775634,0.3333333333333333,1.0,0.23100303951367782,0.1,0.017857142857142856,0.1,0.047619047619047616,0.0,0.0,1.0,0.4,1.0,0.5263157894736842
